original_map	hero_kill_map	map_file	hero_kill_file	zircon_map_info	zircon_map_file	relation	size	entrances_exits	city_town_safe_zone_landmarks	hero_kill_walkable	zircon_walkable	coordinate_transform	coordinate_reuse	confidence	evidence
D432_001	D432_001	/home/tetsuya/mir2ei/Map/D432_001.map	/home/tetsuya/mir2ei/Map/D432_001.map	"{""index"": 865, ""file"": ""D432_001"", ""description"": ""尸王房""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D432_001.map	exact	"{""hero_kill"": {""width"": 30, ""height"": 30}, ""zircon"": {""width"": 30, ""height"": 30}}"	"{""region_count"": 7, ""region_landmark_samples"": [""D432_001 / Death Lord Jichon Spawn"", ""D432_001 / Death Lord Jichon Spawn"", ""D432_001 / Teleport Destination"", ""D432_001 / Teleport Destination"", ""D432_001 / Teleport Destination"", ""D432_001 / Teleport Destination"", ""D432_001 / Teleport Destination""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""D432""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D432_001 / Death Lord Jichon Spawn"", ""D432_001 / Death Lord Jichon Spawn"", ""D432_001 / Teleport Destination"", ""D432_001 / Teleport Destination"", ""D432_001 / Teleport Destination"", ""D432_001 / Teleport Destination"", ""D432_001 / Teleport Destination""]"	"{""status"": ""pass"", ""walkable_cells"": 180, ""total_cells"": 900, ""walkable_ratio"": 0.2}"	"{""status"": ""pass"", ""walkable_cells"": 180, ""total_cells"": 900, ""walkable_ratio"": 0.2}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""bc114ba053ac36ca07117f610266b2d0dafd1264cbe3d63dd2ba70685e0035fd"", ""zircon_sha256"": ""bc114ba053ac36ca07117f610266b2d0dafd1264cbe3d63dd2ba70685e0035fd""}"
D433	D433	/home/tetsuya/mir2ei/Map/D433.map	/home/tetsuya/mir2ei/Map/D433.map	"{""index"": 866, ""file"": ""D433"", ""description"": ""北部地下1层采矿所""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D433.map	exact	"{""hero_kill"": {""width"": 200, ""height"": 200}, ""zircon"": {""width"": 200, ""height"": 200}}"	"{""region_count"": 19, ""region_landmark_samples"": [""D433 / Blood Thristy Zombie Spawn"", ""D433 / Blood Thristy Zombie Spawn"", ""D433 / Blood Thristy Zombie Spawn"", ""D433 / Blood Thristy Zombie Spawn"", ""D433 / Blood Thristy Zombie Spawn"", ""D433 / Cave Maggot Spawn"", ""D433 / Blood Thristy Zombie Spawn"", ""D433 / Blood Thristy Zombie Spawn"", ""D433 / Blood Thristy Zombie Spawn"", ""D433 / Death Lord Jichon Spawn"", ""D433 / Teleport Source"", ""D433 / Teleport Destination"", ""D433 / Teleport Source"", ""D433 / Teleport Destination"", ""D433 / Teleport Source"", ""D433 / Teleport Source"", ""D433 / Teleport Source"", ""D433 / Teleport Source"", ""D433 / Teleport Source""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""D433_001"", ""D442"", ""D444""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D433 / Blood Thristy Zombie Spawn"", ""D433 / Blood Thristy Zombie Spawn"", ""D433 / Blood Thristy Zombie Spawn"", ""D433 / Blood Thristy Zombie Spawn"", ""D433 / Blood Thristy Zombie Spawn"", ""D433 / Cave Maggot Spawn"", ""D433 / Blood Thristy Zombie Spawn"", ""D433 / Blood Thristy Zombie Spawn"", ""D433 / Blood Thristy Zombie Spawn"", ""D433 / Death Lord Jichon Spawn"", ""D433 / Teleport Source"", ""D433 / Teleport Destination"", ""D433 / Teleport Source"", ""D433 / Teleport Destination"", ""D433 / Teleport Source"", ""D433 / Teleport Source"", ""D433 / Teleport Source"", ""D433 / Teleport Source"", ""D433 / Teleport Source""]"	"{""status"": ""pass"", ""walkable_cells"": 9279, ""total_cells"": 40000, ""walkable_ratio"": 0.231975}"	"{""status"": ""pass"", ""walkable_cells"": 9279, ""total_cells"": 40000, ""walkable_ratio"": 0.231975}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""2bd158046c69bf7a2ce22260bf93faa29eda59237241fe56c125847d44352010"", ""zircon_sha256"": ""2bd158046c69bf7a2ce22260bf93faa29eda59237241fe56c125847d44352010""}"
D433_001	D433_001	/home/tetsuya/mir2ei/Map/D433_001.map	/home/tetsuya/mir2ei/Map/D433_001.map	"{""index"": 867, ""file"": ""D433_001"", ""description"": ""尸王房""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D433_001.map	exact	"{""hero_kill"": {""width"": 30, ""height"": 30}, ""zircon"": {""width"": 30, ""height"": 30}}"	"{""region_count"": 5, ""region_landmark_samples"": [""D433_001 / Teleport Destination"", ""D433_001 / Teleport Destination"", ""D433_001 / Teleport Destination"", ""D433_001 / Teleport Destination"", ""D433_001 / Teleport Destination""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""D433""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D433_001 / Teleport Destination"", ""D433_001 / Teleport Destination"", ""D433_001 / Teleport Destination"", ""D433_001 / Teleport Destination"", ""D433_001 / Teleport Destination""]"	"{""status"": ""pass"", ""walkable_cells"": 180, ""total_cells"": 900, ""walkable_ratio"": 0.2}"	"{""status"": ""pass"", ""walkable_cells"": 180, ""total_cells"": 900, ""walkable_ratio"": 0.2}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""bc114ba053ac36ca07117f610266b2d0dafd1264cbe3d63dd2ba70685e0035fd"", ""zircon_sha256"": ""bc114ba053ac36ca07117f610266b2d0dafd1264cbe3d63dd2ba70685e0035fd""}"
D434	D434	/home/tetsuya/mir2ei/Map/D434.map	/home/tetsuya/mir2ei/Map/D434.map	"{""index"": 868, ""file"": ""D434"", ""description"": ""北部地下2层采矿所""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D434.map	exact	"{""hero_kill"": {""width"": 200, ""height"": 200}, ""zircon"": {""width"": 200, ""height"": 200}}"	"{""region_count"": 19, ""region_landmark_samples"": [""D434 / Blood Thristy Zombie Spawn"", ""D434 / Blood Thristy Zombie Spawn"", ""D434 / Blood Thristy Zombie Spawn"", ""D434 / Blood Thristy Zombie Spawn"", ""D434 / Blood Thristy Zombie Spawn"", ""D434 / Blood Thristy Zombie Spawn"", ""D434 / Blood Thristy Zombie Spawn"", ""D434 / Blood Thristy Zombie Spawn"", ""D434 / Blood Thristy Zombie Spawn"", ""D434 / Death Lord Jichon Spawn"", ""D434 / Teleport Source"", ""D434 / Teleport Destination"", ""D434 / Teleport Source"", ""D434 / Teleport Destination"", ""D434 / Teleport Source"", ""D434 / Teleport Source"", ""D434 / Teleport Source"", ""D434 / Teleport Source"", ""D434 / Teleport Source""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""D434_001"", ""D442"", ""D446""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D434 / Blood Thristy Zombie Spawn"", ""D434 / Blood Thristy Zombie Spawn"", ""D434 / Blood Thristy Zombie Spawn"", ""D434 / Blood Thristy Zombie Spawn"", ""D434 / Blood Thristy Zombie Spawn"", ""D434 / Blood Thristy Zombie Spawn"", ""D434 / Blood Thristy Zombie Spawn"", ""D434 / Blood Thristy Zombie Spawn"", ""D434 / Blood Thristy Zombie Spawn"", ""D434 / Death Lord Jichon Spawn"", ""D434 / Teleport Source"", ""D434 / Teleport Destination"", ""D434 / Teleport Source"", ""D434 / Teleport Destination"", ""D434 / Teleport Source"", ""D434 / Teleport Source"", ""D434 / Teleport Source"", ""D434 / Teleport Source"", ""D434 / Teleport Source""]"	"{""status"": ""pass"", ""walkable_cells"": 7930, ""total_cells"": 40000, ""walkable_ratio"": 0.19825}"	"{""status"": ""pass"", ""walkable_cells"": 7930, ""total_cells"": 40000, ""walkable_ratio"": 0.19825}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""f3c101b7d1fc7dade1ad04222339c19c35057f80f122750c3e3a7437dc85a520"", ""zircon_sha256"": ""f3c101b7d1fc7dade1ad04222339c19c35057f80f122750c3e3a7437dc85a520""}"
D434_001	D434_001	/home/tetsuya/mir2ei/Map/D434_001.map	/home/tetsuya/mir2ei/Map/D434_001.map	"{""index"": 869, ""file"": ""D434_001"", ""description"": ""尸王房""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D434_001.map	exact	"{""hero_kill"": {""width"": 30, ""height"": 30}, ""zircon"": {""width"": 30, ""height"": 30}}"	"{""region_count"": 5, ""region_landmark_samples"": [""D434_001 / Teleport Destination"", ""D434_001 / Teleport Destination"", ""D434_001 / Teleport Destination"", ""D434_001 / Teleport Destination"", ""D434_001 / Teleport Destination""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""D434""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D434_001 / Teleport Destination"", ""D434_001 / Teleport Destination"", ""D434_001 / Teleport Destination"", ""D434_001 / Teleport Destination"", ""D434_001 / Teleport Destination""]"	"{""status"": ""pass"", ""walkable_cells"": 180, ""total_cells"": 900, ""walkable_ratio"": 0.2}"	"{""status"": ""pass"", ""walkable_cells"": 180, ""total_cells"": 900, ""walkable_ratio"": 0.2}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""bc114ba053ac36ca07117f610266b2d0dafd1264cbe3d63dd2ba70685e0035fd"", ""zircon_sha256"": ""bc114ba053ac36ca07117f610266b2d0dafd1264cbe3d63dd2ba70685e0035fd""}"
D434_002	D434_002	/home/tetsuya/mir2ei/Map/D434_002.map	/home/tetsuya/mir2ei/Map/D434_002.map	"{""index"": 870, ""file"": ""D434_002"", ""description"": ""EI D434_002""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D434_002.map	exact	"{""hero_kill"": {""width"": 30, ""height"": 30}, ""zircon"": {""width"": 30, ""height"": 30}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pass"", ""walkable_cells"": 167, ""total_cells"": 900, ""walkable_ratio"": 0.185556}"	"{""status"": ""pass"", ""walkable_cells"": 167, ""total_cells"": 900, ""walkable_ratio"": 0.185556}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""0915f6bf75730e902ddaab383f63841e3767db80f91ce0dfe724c0e08d81706e"", ""zircon_sha256"": ""0915f6bf75730e902ddaab383f63841e3767db80f91ce0dfe724c0e08d81706e""}"
D435	D435	/home/tetsuya/mir2ei/Map/D435.map	/home/tetsuya/mir2ei/Map/D435.map	"{""index"": 871, ""file"": ""D435"", ""description"": ""北部矿石储藏所""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D435.map	exact	"{""hero_kill"": {""width"": 200, ""height"": 200}, ""zircon"": {""width"": 200, ""height"": 200}}"	"{""region_count"": 19, ""region_landmark_samples"": [""D435 / Blood Thristy Zombie Spawn"", ""D435 / Blood Thristy Zombie Spawn"", ""D435 / Blood Thristy Zombie Spawn"", ""D435 / Blood Thristy Zombie Spawn"", ""D435 / Blood Thristy Zombie Spawn"", ""D435 / Blood Thristy Zombie Spawn"", ""D435 / Blood Thristy Zombie Spawn"", ""D435 / Blood Thristy Zombie Spawn"", ""D435 / Blood Thristy Zombie Spawn"", ""D435 / Death Lord Jichon Spawn"", ""D435 / Teleport Source"", ""D435 / Teleport Destination"", ""D435 / Teleport Source"", ""D435 / Teleport Destination"", ""D435 / Teleport Source"", ""D435 / Teleport Source"", ""D435 / Teleport Source"", ""D435 / Teleport Source"", ""D435 / Teleport Source""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""D435_001"", ""D445"", ""D446""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D435 / Blood Thristy Zombie Spawn"", ""D435 / Blood Thristy Zombie Spawn"", ""D435 / Blood Thristy Zombie Spawn"", ""D435 / Blood Thristy Zombie Spawn"", ""D435 / Blood Thristy Zombie Spawn"", ""D435 / Blood Thristy Zombie Spawn"", ""D435 / Blood Thristy Zombie Spawn"", ""D435 / Blood Thristy Zombie Spawn"", ""D435 / Blood Thristy Zombie Spawn"", ""D435 / Death Lord Jichon Spawn"", ""D435 / Teleport Source"", ""D435 / Teleport Destination"", ""D435 / Teleport Source"", ""D435 / Teleport Destination"", ""D435 / Teleport Source"", ""D435 / Teleport Source"", ""D435 / Teleport Source"", ""D435 / Teleport Source"", ""D435 / Teleport Source""]"	"{""status"": ""pass"", ""walkable_cells"": 8280, ""total_cells"": 40000, ""walkable_ratio"": 0.207}"	"{""status"": ""pass"", ""walkable_cells"": 8280, ""total_cells"": 40000, ""walkable_ratio"": 0.207}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""3c767752471556b9e61bde4dc748030d7d660b21a31d863fb13db8255aa3484b"", ""zircon_sha256"": ""3c767752471556b9e61bde4dc748030d7d660b21a31d863fb13db8255aa3484b""}"
D435_001	D435_001	/home/tetsuya/mir2ei/Map/D435_001.map	/home/tetsuya/mir2ei/Map/D435_001.map	"{""index"": 872, ""file"": ""D435_001"", ""description"": ""尸王房""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D435_001.map	exact	"{""hero_kill"": {""width"": 30, ""height"": 30}, ""zircon"": {""width"": 30, ""height"": 30}}"	"{""region_count"": 5, ""region_landmark_samples"": [""D435_001 / Teleport Destination"", ""D435_001 / Teleport Destination"", ""D435_001 / Teleport Destination"", ""D435_001 / Teleport Destination"", ""D435_001 / Teleport Destination""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""D435""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D435_001 / Teleport Destination"", ""D435_001 / Teleport Destination"", ""D435_001 / Teleport Destination"", ""D435_001 / Teleport Destination"", ""D435_001 / Teleport Destination""]"	"{""status"": ""pass"", ""walkable_cells"": 180, ""total_cells"": 900, ""walkable_ratio"": 0.2}"	"{""status"": ""pass"", ""walkable_cells"": 180, ""total_cells"": 900, ""walkable_ratio"": 0.2}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""bc114ba053ac36ca07117f610266b2d0dafd1264cbe3d63dd2ba70685e0035fd"", ""zircon_sha256"": ""bc114ba053ac36ca07117f610266b2d0dafd1264cbe3d63dd2ba70685e0035fd""}"
D436	D436	/home/tetsuya/mir2ei/Map/D436.map	/home/tetsuya/mir2ei/Map/D436.map	"{""index"": 873, ""file"": ""D436"", ""description"": ""北部废矿南面洞穴""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D436.map	exact	"{""hero_kill"": {""width"": 200, ""height"": 200}, ""zircon"": {""width"": 200, ""height"": 200}}"	"{""region_count"": 18, ""region_landmark_samples"": [""D436 / Blood Thristy Zombie Spawn"", ""D436 / Blood Thristy Zombie Spawn"", ""D436 / Blood Thristy Zombie Spawn"", ""D436 / Blood Thristy Zombie Spawn"", ""D436 / Blood Thristy Zombie Spawn"", ""D436 / Blood Thristy Zombie Spawn"", ""D436 / Blood Thristy Zombie Spawn"", ""D436 / Blood Thristy Zombie Spawn"", ""D436 / Death Lord Jichon Spawn"", ""D436 / Teleport Source"", ""D436 / Teleport Destination"", ""D436 / Teleport Source"", ""D436 / Teleport Destination"", ""D436 / Teleport Source"", ""D436 / Teleport Source"", ""D436 / Teleport Source"", ""D436 / Teleport Source"", ""D436 / Teleport Source""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""D436_001"", ""D441"", ""D445""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D436 / Blood Thristy Zombie Spawn"", ""D436 / Blood Thristy Zombie Spawn"", ""D436 / Blood Thristy Zombie Spawn"", ""D436 / Blood Thristy Zombie Spawn"", ""D436 / Blood Thristy Zombie Spawn"", ""D436 / Blood Thristy Zombie Spawn"", ""D436 / Blood Thristy Zombie Spawn"", ""D436 / Blood Thristy Zombie Spawn"", ""D436 / Death Lord Jichon Spawn"", ""D436 / Teleport Source"", ""D436 / Teleport Destination"", ""D436 / Teleport Source"", ""D436 / Teleport Destination"", ""D436 / Teleport Source"", ""D436 / Teleport Source"", ""D436 / Teleport Source"", ""D436 / Teleport Source"", ""D436 / Teleport Source""]"	"{""status"": ""pass"", ""walkable_cells"": 8280, ""total_cells"": 40000, ""walkable_ratio"": 0.207}"	"{""status"": ""pass"", ""walkable_cells"": 8280, ""total_cells"": 40000, ""walkable_ratio"": 0.207}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""26a0bae08321bdb6c022a1549eab5320f76c16f51dd19f5e8f376b5272bcbef2"", ""zircon_sha256"": ""26a0bae08321bdb6c022a1549eab5320f76c16f51dd19f5e8f376b5272bcbef2""}"
D436_001	D436_001	/home/tetsuya/mir2ei/Map/D436_001.map	/home/tetsuya/mir2ei/Map/D436_001.map	"{""index"": 874, ""file"": ""D436_001"", ""description"": ""尸王房""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D436_001.map	exact	"{""hero_kill"": {""width"": 30, ""height"": 30}, ""zircon"": {""width"": 30, ""height"": 30}}"	"{""region_count"": 5, ""region_landmark_samples"": [""D436_001 / Teleport Destination"", ""D436_001 / Teleport Destination"", ""D436_001 / Teleport Destination"", ""D436_001 / Teleport Destination"", ""D436_001 / Teleport Destination""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""D436""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D436_001 / Teleport Destination"", ""D436_001 / Teleport Destination"", ""D436_001 / Teleport Destination"", ""D436_001 / Teleport Destination"", ""D436_001 / Teleport Destination""]"	"{""status"": ""pass"", ""walkable_cells"": 180, ""total_cells"": 900, ""walkable_ratio"": 0.2}"	"{""status"": ""pass"", ""walkable_cells"": 180, ""total_cells"": 900, ""walkable_ratio"": 0.2}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""bc114ba053ac36ca07117f610266b2d0dafd1264cbe3d63dd2ba70685e0035fd"", ""zircon_sha256"": ""bc114ba053ac36ca07117f610266b2d0dafd1264cbe3d63dd2ba70685e0035fd""}"
D441	D441	/home/tetsuya/mir2ei/Map/D441.map	/home/tetsuya/mir2ei/Map/D441.map	"{""index"": 875, ""file"": ""D441"", ""description"": ""北部地下1层第一间房""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D441.map	exact	"{""hero_kill"": {""width"": 100, ""height"": 100}, ""zircon"": {""width"": 100, ""height"": 100}}"	"{""region_count"": 9, ""region_landmark_samples"": [""D441 / Blood Thristy Zombie Spawn"", ""D441 / Blood Thristy Zombie Spawn"", ""D441 / Blood Thristy Zombie Spawn"", ""D441 / Blood Thristy Zombie Spawn"", ""D441 / Blood Thristy Zombie Spawn"", ""D441 / Teleport Destination"", ""D441 / Teleport Source"", ""D441 / Teleport Destination"", ""D441 / Teleport Source""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""D431"", ""D436""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D441 / Blood Thristy Zombie Spawn"", ""D441 / Blood Thristy Zombie Spawn"", ""D441 / Blood Thristy Zombie Spawn"", ""D441 / Blood Thristy Zombie Spawn"", ""D441 / Blood Thristy Zombie Spawn"", ""D441 / Teleport Destination"", ""D441 / Teleport Source"", ""D441 / Teleport Destination"", ""D441 / Teleport Source""]"	"{""status"": ""pass"", ""walkable_cells"": 2102, ""total_cells"": 10000, ""walkable_ratio"": 0.2102}"	"{""status"": ""pass"", ""walkable_cells"": 2102, ""total_cells"": 10000, ""walkable_ratio"": 0.2102}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""3beb890506a631fd4a9750423bdb9d3c387c9fafee77a91e0ff1a9effa79724d"", ""zircon_sha256"": ""3beb890506a631fd4a9750423bdb9d3c387c9fafee77a91e0ff1a9effa79724d""}"
D442	D442	/home/tetsuya/mir2ei/Map/D442.map	/home/tetsuya/mir2ei/Map/D442.map	"{""index"": 876, ""file"": ""D442"", ""description"": ""北部天桥2""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D442.map	exact	"{""hero_kill"": {""width"": 100, ""height"": 100}, ""zircon"": {""width"": 100, ""height"": 100}}"	"{""region_count"": 9, ""region_landmark_samples"": [""D442 / Blood Thristy Zombie Spawn"", ""D442 / Blood Thristy Zombie Spawn"", ""D442 / Blood Thristy Zombie Spawn"", ""D442 / Blood Thristy Zombie Spawn"", ""D442 / Blood Thristy Zombie Spawn"", ""D442 / Teleport Destination"", ""D442 / Teleport Source"", ""D442 / Teleport Destination"", ""D442 / Teleport Source""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""D433"", ""D434""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D442 / Blood Thristy Zombie Spawn"", ""D442 / Blood Thristy Zombie Spawn"", ""D442 / Blood Thristy Zombie Spawn"", ""D442 / Blood Thristy Zombie Spawn"", ""D442 / Blood Thristy Zombie Spawn"", ""D442 / Teleport Destination"", ""D442 / Teleport Source"", ""D442 / Teleport Destination"", ""D442 / Teleport Source""]"	"{""status"": ""pass"", ""walkable_cells"": 2738, ""total_cells"": 10000, ""walkable_ratio"": 0.2738}"	"{""status"": ""pass"", ""walkable_cells"": 2738, ""total_cells"": 10000, ""walkable_ratio"": 0.2738}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""1c9479f686d1fb87fc45e37d09e1d6359ad68ca70843347b0e7efad95246df3b"", ""zircon_sha256"": ""1c9479f686d1fb87fc45e37d09e1d6359ad68ca70843347b0e7efad95246df3b""}"
