hero_kill_monster_id	hero_kill_monster_name	legacy_atlas_entry	hero_kill_definition	current_monster_info	zircon_catalog_entry	image_shape_evidence	evidence_status	mapping_is_identity_not_translation
138	僵尸10	"{""index"": 138, ""name"": ""僵尸10"", ""level"": ""20"", ""hp"": ""240"", ""dc"": ""10-22"", ""exp"": ""160"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 138, ""Name"": ""僵尸10"", ""Appr"": 94, ""Race"": 40, ""RaceImg"": 48, ""Level"": 20, ""HP"": 240, ""Exp"": 160, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 5, ""DCMin"": 10, ""DCMax"": 22, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 94, ""race"": 40, ""race_img"": 48, ""library_file"": ""Mon-9.wil"", ""frame"": 4040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
139	僵尸2	"{""index"": 139, ""name"": ""僵尸2"", ""level"": ""20"", ""hp"": ""220"", ""dc"": ""11-22"", ""exp"": ""140"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 139, ""Name"": ""僵尸2"", ""Appr"": 95, ""Race"": 41, ""RaceImg"": 49, ""Level"": 20, ""HP"": 220, ""Exp"": 140, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 5, ""DCMin"": 11, ""DCMax"": 22, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 95, ""race"": 41, ""race_img"": 49, ""library_file"": ""Mon-9.wil"", ""frame"": 5040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
140	僵尸20	"{""index"": 140, ""name"": ""僵尸20"", ""level"": ""20"", ""hp"": ""220"", ""dc"": ""11-22"", ""exp"": ""140"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 140, ""Name"": ""僵尸20"", ""Appr"": 95, ""Race"": 41, ""RaceImg"": 49, ""Level"": 20, ""HP"": 220, ""Exp"": 140, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 5, ""DCMin"": 11, ""DCMax"": 22, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 95, ""race"": 41, ""race_img"": 49, ""library_file"": ""Mon-9.wil"", ""frame"": 5040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
141	僵尸261	"{""index"": 141, ""name"": ""僵尸261"", ""level"": ""20"", ""hp"": ""1"", ""dc"": ""11-22"", ""exp"": ""180"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 141, ""Name"": ""僵尸261"", ""Appr"": 95, ""Race"": 41, ""RaceImg"": 49, ""Level"": 20, ""HP"": 1, ""Exp"": 180, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 5, ""DCMin"": 11, ""DCMax"": 22, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 95, ""race"": 41, ""race_img"": 49, ""library_file"": ""Mon-9.wil"", ""frame"": 5040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
142	僵尸3	"{""index"": 142, ""name"": ""僵尸3"", ""level"": ""20"", ""hp"": ""200"", ""dc"": ""11-21"", ""exp"": ""120"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 142, ""Name"": ""僵尸3"", ""Appr"": 96, ""Race"": 42, ""RaceImg"": 50, ""Level"": 20, ""HP"": 200, ""Exp"": 120, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 5, ""DCMin"": 11, ""DCMax"": 21, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 96, ""race"": 42, ""race_img"": 50, ""library_file"": ""Mon-9.wil"", ""frame"": 6040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
143	僵尸30	"{""index"": 143, ""name"": ""僵尸30"", ""level"": ""20"", ""hp"": ""200"", ""dc"": ""11-21"", ""exp"": ""120"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 143, ""Name"": ""僵尸30"", ""Appr"": 96, ""Race"": 42, ""RaceImg"": 50, ""Level"": 20, ""HP"": 200, ""Exp"": 120, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 5, ""DCMin"": 11, ""DCMax"": 21, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 96, ""race"": 42, ""race_img"": 50, ""library_file"": ""Mon-9.wil"", ""frame"": 6040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
144	僵尸4	"{""index"": 144, ""name"": ""僵尸4"", ""level"": ""20"", ""hp"": ""200"", ""dc"": ""11-21"", ""exp"": ""120"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 144, ""Name"": ""僵尸4"", ""Appr"": 96, ""Race"": 42, ""RaceImg"": 51, ""Level"": 20, ""HP"": 200, ""Exp"": 120, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 5, ""DCMin"": 11, ""DCMax"": 21, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 96, ""race"": 42, ""race_img"": 51, ""library_file"": ""Mon-9.wil"", ""frame"": 6040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
145	僵尸40	"{""index"": 145, ""name"": ""僵尸40"", ""level"": ""20"", ""hp"": ""200"", ""dc"": ""11-21"", ""exp"": ""120"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 145, ""Name"": ""僵尸40"", ""Appr"": 96, ""Race"": 42, ""RaceImg"": 51, ""Level"": 20, ""HP"": 200, ""Exp"": 120, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 5, ""DCMin"": 11, ""DCMax"": 21, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 96, ""race"": 42, ""race_img"": 51, ""library_file"": ""Mon-9.wil"", ""frame"": 6040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
146	僵尸461	"{""index"": 146, ""name"": ""僵尸461"", ""level"": ""20"", ""hp"": ""1"", ""dc"": ""11-21"", ""exp"": ""120"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 146, ""Name"": ""僵尸461"", ""Appr"": 96, ""Race"": 42, ""RaceImg"": 51, ""Level"": 20, ""HP"": 1, ""Exp"": 120, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 5, ""DCMin"": 11, ""DCMax"": 21, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 96, ""race"": 42, ""race_img"": 51, ""library_file"": ""Mon-9.wil"", ""frame"": 6040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
147	僵尸5	"{""index"": 147, ""name"": ""僵尸5"", ""level"": ""20"", ""hp"": ""180"", ""dc"": ""11-20"", ""exp"": ""100"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 147, ""Name"": ""僵尸5"", ""Appr"": 96, ""Race"": 42, ""RaceImg"": 52, ""Level"": 20, ""HP"": 180, ""Exp"": 100, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 5, ""DCMin"": 11, ""DCMax"": 20, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 96, ""race"": 42, ""race_img"": 52, ""library_file"": ""Mon-9.wil"", ""frame"": 6040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
148	僵尸50	"{""index"": 148, ""name"": ""僵尸50"", ""level"": ""20"", ""hp"": ""180"", ""dc"": ""11-20"", ""exp"": ""100"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 148, ""Name"": ""僵尸50"", ""Appr"": 96, ""Race"": 42, ""RaceImg"": 52, ""Level"": 20, ""HP"": 180, ""Exp"": 100, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 5, ""DCMin"": 11, ""DCMax"": 20, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 96, ""race"": 42, ""race_img"": 52, ""library_file"": ""Mon-9.wil"", ""frame"": 6040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
149	僵尸王	"{""index"": 149, ""name"": ""僵尸王"", ""level"": ""73"", ""hp"": ""1"", ""dc"": ""8-30"", ""exp"": ""750"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 149, ""Name"": ""僵尸王"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 53, ""Level"": 73, ""HP"": 1, ""Exp"": 750, ""ACMin"": 4, ""ACMax"": 4, ""MAC"": 9, ""DCMin"": 8, ""DCMax"": 30, ""DropTable"": 0, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 53, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
150	角蝇	"{""index"": 150, ""name"": ""角蝇"", ""level"": ""30"", ""hp"": ""1400"", ""dc"": ""4-4"", ""exp"": ""240"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 150, ""Name"": ""角蝇"", ""Appr"": 103, ""Race"": 43, ""RaceImg"": 73, ""Level"": 30, ""HP"": 1400, ""Exp"": 240, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 8, ""DCMin"": 4, ""DCMax"": 4, ""DropTable"": 0, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 103, ""race"": 43, ""race_img"": 73, ""library_file"": ""Mon-10.wil"", ""frame"": 3040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
151	角蝇80	"{""index"": 151, ""name"": ""角蝇80"", ""level"": ""30"", ""hp"": ""400"", ""dc"": ""6-6"", ""exp"": ""240"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 151, ""Name"": ""角蝇80"", ""Appr"": 103, ""Race"": 43, ""RaceImg"": 73, ""Level"": 30, ""HP"": 400, ""Exp"": 240, ""ACMin"": 4, ""ACMax"": 4, ""MAC"": 16, ""DCMin"": 6, ""DCMax"": 6, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 103, ""race"": 43, ""race_img"": 73, ""library_file"": ""Mon-10.wil"", ""frame"": 3040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
152	巨象兽0	"{""index"": 152, ""name"": ""巨象兽0"", ""level"": ""52"", ""hp"": ""2760"", ""dc"": ""43-54"", ""exp"": ""1100"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 152, ""Name"": ""巨象兽0"", ""Appr"": 220, ""Race"": 19, ""RaceImg"": 158, ""Level"": 52, ""HP"": 2760, ""Exp"": 1100, ""ACMin"": 8, ""ACMax"": 8, ""MAC"": 13, ""DCMin"": 43, ""DCMax"": 54, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 220, ""race"": 19, ""race_img"": 158, ""library_file"": ""Mon-22.wil"", ""frame"": 40, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
153	巨型多角虫	"{""index"": 153, ""name"": ""巨型多角虫"", ""level"": ""70"", ""hp"": ""400"", ""dc"": ""16-55"", ""exp"": ""200"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 153, ""Name"": ""巨型多角虫"", ""Appr"": 97, ""Race"": 19, ""RaceImg"": 64, ""Level"": 70, ""HP"": 400, ""Exp"": 200, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 7, ""DCMin"": 16, ""DCMax"": 55, ""DropTable"": 10, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 97, ""race"": 19, ""race_img"": 64, ""library_file"": ""Mon-9.wil"", ""frame"": 7040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
154	聚宝箱1	"{""index"": 154, ""name"": ""聚宝箱1"", ""level"": ""99"", ""hp"": ""1"", ""dc"": ""0-0"", ""exp"": ""20"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 154, ""Name"": ""聚宝箱1"", ""Appr"": 209, ""Race"": 19, ""RaceImg"": 188, ""Level"": 99, ""HP"": 1, ""Exp"": 20, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 220, ""DCMin"": 0, ""DCMax"": 0, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 209, ""race"": 19, ""race_img"": 188, ""library_file"": ""Mon-20.wil"", ""frame"": 9040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
155	聚宝箱2	"{""index"": 155, ""name"": ""聚宝箱2"", ""level"": ""99"", ""hp"": ""1"", ""dc"": ""0-0"", ""exp"": ""30"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 155, ""Name"": ""聚宝箱2"", ""Appr"": 199, ""Race"": 19, ""RaceImg"": 188, ""Level"": 99, ""HP"": 1, ""Exp"": 30, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 220, ""DCMin"": 0, ""DCMax"": 0, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 199, ""race"": 19, ""race_img"": 188, ""library_file"": ""Mon-19.wil"", ""frame"": 9040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
156	聚宝箱3	"{""index"": 156, ""name"": ""聚宝箱3"", ""level"": ""99"", ""hp"": ""1"", ""dc"": ""0-0"", ""exp"": ""50"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 156, ""Name"": ""聚宝箱3"", ""Appr"": 199, ""Race"": 19, ""RaceImg"": 188, ""Level"": 99, ""HP"": 1, ""Exp"": 50, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 220, ""DCMin"": 0, ""DCMax"": 0, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 199, ""race"": 19, ""race_img"": 188, ""library_file"": ""Mon-19.wil"", ""frame"": 9040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
157	聚宝箱4	"{""index"": 157, ""name"": ""聚宝箱4"", ""level"": ""99"", ""hp"": ""1"", ""dc"": ""0-0"", ""exp"": ""100"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 157, ""Name"": ""聚宝箱4"", ""Appr"": 199, ""Race"": 19, ""RaceImg"": 188, ""Level"": 99, ""HP"": 1, ""Exp"": 100, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 220, ""DCMin"": 0, ""DCMax"": 0, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 199, ""race"": 19, ""race_img"": 188, ""library_file"": ""Mon-19.wil"", ""frame"": 9040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
158	聚宝箱5	"{""index"": 158, ""name"": ""聚宝箱5"", ""level"": ""99"", ""hp"": ""1"", ""dc"": ""0-0"", ""exp"": ""100"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 158, ""Name"": ""聚宝箱5"", ""Appr"": 199, ""Race"": 19, ""RaceImg"": 188, ""Level"": 99, ""HP"": 1, ""Exp"": 100, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 220, ""DCMin"": 0, ""DCMax"": 0, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 199, ""race"": 19, ""race_img"": 188, ""library_file"": ""Mon-19.wil"", ""frame"": 9040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
159	骷髅	"{""index"": 159, ""name"": ""骷髅"", ""level"": ""18"", ""hp"": ""100"", ""dc"": ""8-16"", ""exp"": ""100"", ""tag"": ""old-only"", ""note"": ""old-only 老版 lvl=18/HP 100；Zircon Skeleton 系重排为高等级模板""}"	"{""Index"": 159, ""Name"": ""骷髅"", ""Appr"": 86, ""Race"": 14, ""RaceImg"": 32, ""Level"": 18, ""HP"": 100, ""Exp"": 100, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 3, ""DCMin"": 8, ""DCMax"": 16, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版 lvl=18/HP 100；Zircon Skeleton 系重排为高等级模板""}"			"{""legacy"": {""appr"": 86, ""race"": 14, ""race_img"": 32, ""library_file"": ""Mon-8.wil"", ""frame"": 6040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
160	骷髅0	"{""index"": 160, ""name"": ""骷髅0"", ""level"": ""18"", ""hp"": ""100"", ""dc"": ""8-16"", ""exp"": ""100"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 160, ""Name"": ""骷髅0"", ""Appr"": 86, ""Race"": 14, ""RaceImg"": 32, ""Level"": 18, ""HP"": 100, ""Exp"": 100, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 3, ""DCMin"": 8, ""DCMax"": 16, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 86, ""race"": 14, ""race_img"": 32, ""library_file"": ""Mon-8.wil"", ""frame"": 6040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
