movement_index	source_map_id	source_file	source_description	source_region_index	source_region_description	source_x	source_y	source_walkable	source_in_bounds	source_map_relation	icon	need_item	required_class	raw_destination_map	raw_destination_region	resolved_destination_map	resolved_destination_file	destination_x	destination_y	destination_walkable	destination_in_bounds	destination_map_relation	directionality	source_of_truth	confidence	status	reason
3407	1062	E002	半兽天然洞穴	3959	Teleport Source	36	81	True	True	exact	None		All	D012	3960	D012	D012	378	65	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3408	756	D012	天然洞穴2层	3961	Teleport Source	377	64	True	True	exact	None		All	E002	3962	E002	E002	35	82	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3409	14	D003	Lost Paradise Forest	3963	Teleport Source	290	293	True	True	exact	None		All	E402	3964	E402	E402	13	73	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3410	1065	E402	连接通路	3965	Teleport Source	14	72	True	True	exact	None		All	D003	3966	D003	D003	291	294	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3411	1065	E402	连接通路	3967	Teleport Source	69	14	True	True	exact	None		All	D404	3968	D404	D404	151	20	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3412	145	D404	Ant Cave East	3969	Teleport Source	152	19	True	True	exact	None		All	E402	3970	E402	E402	70	15	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3413	1066	E402_001	连接通路	3971	Teleport Source	26	12	True	True	exact	None		All	E402	3972	E402	E402	63	72	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3414	1065	E402	连接通路	3973	Teleport Source	62	71	True	True	exact	None		All	E402_001	3974	E402_001	E402_001	25	12	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3415	616	02	银杏山谷	3975	Teleport Source	483	322	True	True	exact	None		All	D011	3976	D011	D011	154	367	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3416	755	D011	天然洞穴1层	3977	Teleport Source	155	368	True	True	exact	None		All	02	3978	02	02	481	324	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3417	755	D011	天然洞穴1层	3979	Teleport Source	155	367	True	True	exact	None		All	02	3980	02	02	481	324	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3418	755	D011	天然洞穴1层	3981	Teleport Source	330	115	True	True	exact	None		All	D012	3982	D012	D012	337	105	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3419	756	D012	天然洞穴2层	3983	Teleport Source	337	104	True	True	exact	None		All	D011	3984	D011	D011	330	116	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3420	755	D011	天然洞穴1层	3985	Teleport Source	127	201	True	True	exact	None		All	D012	3986	D012	D012	77	198	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3421	756	D012	天然洞穴2层	3987	Teleport Source	77	197	True	True	exact	None		All	D011	3988	D011	D011	127	202	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3422	756	D012	天然洞穴2层	3989	Teleport Source	189	144	True	True	exact	None		All	DM011	3990	DM011	DM011	5	10	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3423	1060	DM011	洞穴奸商	3991	Teleport Source	6	10	True	True	exact	None		All	D012	3992	D012	D012	189	145	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3424	142	D401	Ant Cave North	3993	Teleport Source	76	15	True	True	exact	None		All	D411	3994	D411	D411	59	8	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3425	849	D411	地下1层第一间房	3995	Teleport Source	60	7	True	True	exact	None		All	D401	3996	D401	D401	77	14	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3426	142	D401	Ant Cave North	3997	Teleport Source	179	109	True	True	exact	None		All	D413	3998	D413	D413	11	8	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3427	851	D413	地下1层第二间房	3999	Teleport Source	10	7	True	True	exact	None		All	D401	4000	D401	D401	179	108	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3428	851	D413	地下1层第二间房	4001	Teleport Source	86	9	True	True	exact	None		All	D402	4002	D402	D402	9	146	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
